carat,cut,color,clarity,depth,table,x,y,z,price
1.03,Ideal,G,SI2,62.3,59,6.44,6.46,4.02,4928
1.59,Very Good,I,SI2,61.6,57,7.51,7.56,4.64,7835
1.14,Ideal,I,SI2,62.1,55,6.71,6.72,4.17,4276
1.13,Fair,I,VS2,55.9,67,7.05,6.94,3.9,4695
1.07,Ideal,H,SI1,62.0,57,6.51,6.56,4.05,4830
1.01,Good,E,VS2,63.4,60,6.31,6.37,4.02,6666
1.12,Premium,G,SI1,60.1,58,6.78,6.83,4.09,5233
0.92,Ideal,G,VS1,62.0,57,6.24,6.28,3.88,5243
1.06,Ideal,D,SI1,62.7,54,6.52,6.55,4.1,5946
1.2,Premium,G,VS2,59.6,58,6.94,6.89,4.12,7258
1.05,Premium,H,SI1,59.3,58,6.65,6.61,3.93,5161
1.02,Very Good,F,SI1,59.4,60,6.48,6.59,3.88,5430
1.02,Ideal,G,VS2,62.3,56,6.46,6.51,4.04,6796
1.04,Ideal,H,SI2,60.3,56,6.61,6.58,3.98,4193
0.9,Ideal,F,VS2,61.6,57,6.21,6.16,3.81,5141
0.9,Very Good,I,VS2,61.4,58,6.22,6.25,3.83,4089
1.0,Very Good,F,SI2,61.6,62,6.3,6.37,3.9,4255
1.23,Premium,G,SI1,61.2,59,6.88,6.81,4.19,6888
1.13,Premium,F,SI2,62.3,59,6.68,6.65,4.15,4360
1.53,Good,J,SI2,64.1,58,7.3,7.18,4.64,6368
1.05,Ideal,G,VS1,61.0,56,6.62,6.56,4.02,7526
1.24,Very Good,I,VS1,59.4,58,7.04,7.09,4.2,6754
2.03,Premium,G,I1,61.1,58,8.11,8.06,4.94,6377
1.02,Very Good,E,SI2,58.7,63,6.61,6.55,3.86,4286
1.01,Premium,G,VS2,61.2,57,6.46,6.41,3.94,5701
1.01,Premium,E,VS2,62.0,59,6.44,6.46,4.0,6666
1.0,Premium,F,VVS2,61.9,61,6.45,6.32,3.95,7204
1.5,Premium,F,SI2,58.5,60,7.52,7.48,4.39,7644
1.01,Very Good,F,VS2,62.5,59,6.38,6.42,4.0,6159
1.01,Good,E,SI2,58.5,61,6.51,6.61,3.84,4807
1.01,Ideal,F,VS2,60.3,56,6.56,6.5,3.94,6794
1.16,Premium,G,SI2,62.0,59,6.74,6.62,4.14,4320
1.05,Premium,F,SI2,62.3,56,6.55,6.51,4.07,4363
1.01,Very Good,G,VVS2,62.1,63,6.38,6.31,3.94,6371
1.26,Ideal,I,SI2,62.0,56,7.0,6.94,4.32,5363
1.21,Ideal,H,SI1,62.7,56,6.81,6.78,4.26,4249
1.04,Ideal,G,SI2,62.4,54,6.49,6.53,4.06,5044
1.51,Ideal,I,SI1,62.2,56,7.36,7.27,4.55,7145
1.02,Very Good,G,SI2,62.9,59,6.38,6.4,4.02,4291
1.15,Ideal,H,SI2,62.0,56,6.68,6.75,4.16,4870
1.51,Premium,J,VS2,59.2,59,7.53,7.47,4.44,7553
1.02,Very Good,G,VS1,63.3,58,6.42,6.38,4.05,6861
1.07,Ideal,H,SI1,62.1,57,6.5,6.55,4.05,5220
1.01,Premium,G,SI2,61.0,58,6.48,6.43,3.94,4327
1.01,Premium,H,SI1,62.3,61,6.39,6.32,3.96,4513
1.01,Ideal,H,SI1,62.7,56,6.41,6.44,4.03,4851
1.61,Premium,J,SI2,62.2,59,7.52,7.47,4.66,7245
1.5,Very Good,H,SI2,62.0,63,7.28,7.24,4.5,7291
1.11,Premium,D,SI2,59.9,57,6.74,6.72,4.03,5134
1.01,Very Good,E,SI1,63.1,57,6.33,6.44,4.03,5085
0.9,Good,G,VS1,63.6,58,6.12,6.09,3.88,4460
1.33,Premium,G,SI2,61.3,59,7.06,6.93,4.29,4634
1.01,Good,G,VS1,63.2,61,6.33,6.35,4.01,6412
1.0,Premium,F,VS2,62.7,58,6.4,6.33,3.99,6608
1.01,Very Good,F,VS2,61.1,58,6.45,6.51,3.96,7037
1.0,Ideal,G,VS2,62.3,56,6.38,6.36,3.97,5824
1.04,Good,F,SI1,63.4,59,6.4,6.44,4.07,5045
1.11,Ideal,H,SI2,61.3,60,6.68,6.66,4.09,4520
1.02,Premium,E,SI1,61.5,58,6.51,6.46,3.99,5278
1.01,Good,G,VS2,57.5,62,6.58,6.53,3.77,5701
1.0,Very Good,D,SI1,61.3,54,6.37,6.39,3.91,5390
1.01,Ideal,G,VS1,61.5,56,6.48,6.43,3.97,6794
1.01,Premium,H,SI1,62.5,59,6.44,6.33,3.99,4642
0.94,Good,D,SI1,63.6,56,6.25,6.2,3.96,4790
1.0,Very Good,D,SI1,61.4,63,6.35,6.41,3.92,6040
1.51,Premium,J,VS2,62.8,59,7.2,7.17,4.51,7553
1.12,Good,I,VS2,63.8,55,6.57,6.63,4.21,4766
1.01,Very Good,F,VS2,62.9,55,6.36,6.42,4.02,7411
0.9,Very Good,H,VS2,62.3,59,6.1,6.17,3.82,4328
1.31,Premium,H,VS2,62.1,58,7.01,6.86,4.31,6368
1.13,Very Good,E,SI2,60.3,58,6.78,6.86,4.11,5052
1.0,Very Good,F,VS1,58.4,63,6.58,6.47,3.81,6021
1.03,Ideal,F,VS2,62.3,56,6.52,6.49,4.05,6922
1.14,Ideal,D,SI2,61.4,56,6.69,6.77,4.13,5548
1.01,Premium,F,SI1,62.6,58,6.37,6.32,3.97,5202
1.09,Good,F,SI1,61.0,64,6.63,6.58,4.03,4230
0.91,Good,H,VVS2,65.5,57,6.01,6.11,3.97,4205
1.2,Very Good,H,SI2,63.5,57,6.67,6.71,4.25,5221
1.0,Very Good,E,SI2,58.7,59,6.5,6.58,3.84,4975
1.21,Premium,I,SI1,61.7,56,6.87,6.82,4.22,6098
1.0,Very Good,I,SI1,63.3,56,6.27,6.36,4.0,4538
0.9,Ideal,G,SI1,61.9,59,6.16,6.19,3.82,4008
1.36,Ideal,J,VVS2,61.9,56,7.16,7.13,4.42,6973
0.88,Very Good,F,VVS2,62.0,59,6.09,6.13,3.79,5052
1.12,Very Good,H,SI2,61.8,58,6.62,6.68,4.11,4624
1.2,Very Good,H,VS1,61.8,56,6.82,6.86,4.23,6713
1.1,Premium,G,VS2,61.2,62,6.64,6.6,4.05,6653
1.27,Premium,H,SI1,60.2,58,7.04,6.99,4.22,6892
1.03,Ideal,D,SI1,62.2,56,6.48,6.45,4.02,6299
1.24,Very Good,I,SI1,60.0,59,6.98,7.01,4.2,5584
1.12,Premium,I,VS1,59.6,58,6.82,6.77,4.05,4987
1.09,Very Good,F,SI2,58.5,59,6.75,6.8,3.96,4113
1.0,Ideal,H,SI2,62.6,56,6.38,6.34,3.98,4256
1.0,Ideal,G,SI1,61.9,56,6.37,6.45,3.97,4997
0.9,Premium,H,VVS2,62.0,58,6.16,6.13,3.81,4355
1.07,Ideal,G,VS2,61.6,57,6.55,6.61,4.05,7577
0.76,Premium,F,IF,60.6,60,5.85,5.89,3.56,4223
0.9,Good,D,SI2,64.0,59,6.04,6.09,3.88,4078
1.17,Premium,F,SI2,62.5,57,6.8,6.71,4.22,4259
1.0,Premium,G,VS2,60.6,59,6.42,6.36,3.87,6451
1.2,Premium,H,SI2,62.5,58,6.74,6.69,4.2,4368
1.0,Very Good,E,VS1,63.2,55,6.34,6.29,3.99,7532
1.11,Premium,H,VS2,62.0,59,6.66,6.59,4.11,5395
1.24,Premium,D,SI2,61.4,59,6.87,6.91,4.23,6840
1.01,Ideal,H,VS2,60.6,57,6.54,6.49,3.95,5317
1.27,Very Good,I,VS2,62.6,59,6.86,6.95,4.32,6007
1.0,Very Good,E,VS2,62.8,63,6.28,6.33,3.96,5720
0.91,Very Good,F,VS2,62.1,58,6.19,6.24,3.86,4917
1.0,Premium,F,SI2,61.5,60,6.35,6.33,3.9,4340
1.13,Premium,E,SI2,60.4,59,6.75,6.7,4.06,5316
1.62,Very Good,J,SI2,61.6,60,7.52,7.64,4.67,7072
1.0,Premium,F,VS2,62.6,60,6.37,6.29,3.96,6468
1.03,Ideal,E,SI1,61.3,57,6.48,6.51,3.98,5476
0.93,Premium,F,SI1,62.5,58,6.19,6.22,3.88,4081
1.01,Premium,E,SI2,60.4,60,6.46,6.49,3.91,4790
1.2,Very Good,H,VS2,63.3,59,6.78,6.74,4.28,6833
1.12,Premium,E,SI1,58.8,61,6.8,6.74,3.98,5547
1.1,Premium,H,SI2,62.8,55,6.68,6.57,4.16,4004
1.02,Good,D,SI2,64.1,58,6.25,6.32,4.03,4459
1.51,Good,J,VS2,59.5,61,7.45,7.62,4.48,7476
1.47,Premium,H,SI2,59.3,59,7.39,7.34,4.37,7573
1.56,Very Good,H,SI2,58.7,63,7.73,7.55,4.49,7583
1.26,Ideal,G,SI2,60.9,55,7.0,7.05,4.28,5937
0.91,Very Good,E,VS2,58.4,63,6.31,6.32,3.69,4823
1.0,Good,H,SI1,61.5,64,6.38,6.41,3.93,4568
1.14,Ideal,J,SI2,61.5,57,6.73,6.77,4.15,4212
1.09,Very Good,G,VS1,62.5,59,6.54,6.57,4.1,6827
1.27,Premium,J,SI2,60.4,58,7.04,7.0,4.24,4660
1.0,Ideal,D,SI1,61.7,57,6.39,6.42,3.95,5489
1.03,Very Good,F,SI2,62.0,58,6.43,6.51,4.01,4414
1.08,Ideal,G,VS2,62.3,57,6.53,6.57,4.08,7295
1.5,Premium,H,SI2,62.1,58,7.31,7.21,4.51,6458
1.02,Ideal,G,VS2,61.9,53,6.5,6.48,4.02,6169
1.01,Premium,G,VS1,62.8,59,6.37,6.34,3.99,6618
1.16,Ideal,I,SI2,62.6,56,6.68,6.73,4.2,4478
1.01,Good,E,SI1,63.6,60,6.38,6.32,4.04,5226
1.02,Very Good,F,VS2,62.8,57,6.36,6.41,4.01,6911
1.1,Ideal,I,SI2,62.6,55,6.57,6.6,4.13,4624
1.2,Very Good,H,SI1,61.6,61,6.81,6.77,4.18,6350
1.22,Premium,I,VS2,60.1,58,6.92,7.0,4.18,5405
0.91,Very Good,E,VS2,62.8,59,6.15,6.17,3.87,4823
1.07,Good,F,VS2,57.6,60,6.83,6.79,3.92,6828
1.05,Ideal,G,VS2,61.7,56,6.54,6.52,4.03,6350
1.23,Ideal,I,SI1,62.0,57,6.91,6.87,4.27,5855
1.0,Good,G,SI1,57.2,59,6.66,6.62,3.8,4758
1.27,Ideal,I,SI1,62.4,56,6.95,6.9,4.32,5690
1.51,Premium,G,SI2,62.7,57,7.33,7.29,4.58,7145
1.06,Premium,E,SI1,63.0,56,6.54,6.45,4.09,4689
1.24,Ideal,J,SI2,60.1,57,7.02,6.98,4.21,4783
1.05,Premium,H,VS2,60.5,58,6.7,6.63,4.03,4739
1.2,Premium,G,SI1,61.5,61,6.84,6.78,4.19,5947
1.17,Premium,F,SI2,59.9,59,6.86,6.82,4.1,4167
0.98,Very Good,G,SI2,62.2,57,6.33,6.37,3.95,4542
1.08,Premium,G,VS2,59.4,59,6.68,6.75,3.99,6415
1.01,Premium,E,SI1,61.0,59,6.47,6.44,3.94,5749
0.92,Good,H,VS2,63.4,57,6.11,6.17,3.89,4247
1.12,Premium,D,SI2,60.5,59,6.72,6.76,4.08,5233
1.01,Very Good,D,SI2,63.1,54,6.43,6.37,4.04,4338
1.05,Very Good,H,SI1,63.2,59,6.39,6.46,4.06,5072
1.22,Ideal,E,SI1,61.7,56,6.92,6.88,4.26,7215
1.01,Good,F,SI2,64.9,60,6.2,6.25,4.04,4140
1.5,Premium,J,VS2,61.7,56,7.33,7.23,4.49,7308
0.72,Ideal,E,VVS1,61.4,57,5.74,5.79,3.54,4864
0.9,Premium,F,SI1,60.4,59,6.29,6.32,3.81,4062
1.01,Very Good,E,VS1,62.9,60,6.33,6.43,4.01,7332
1.5,Premium,J,SI1,61.7,59,7.36,7.32,4.53,7258
1.2,Premium,I,SI1,61.4,57,6.87,6.8,4.2,5098
1.1,Premium,F,SI1,59.5,59,6.7,6.77,4.01,5717
1.24,Very Good,I,VS2,60.1,59,6.95,7.02,4.2,5783
1.09,Ideal,H,VS2,62.9,58,6.56,6.51,4.11,6453
1.09,Very Good,G,SI2,62.1,57,6.58,6.63,4.1,4591
0.96,Premium,D,SI2,60.0,61,6.36,6.32,3.81,4274
1.01,Good,G,VS2,64.0,59,6.27,6.33,4.03,6109
1.01,Premium,G,VVS2,60.7,58,6.52,6.49,3.95,7862
1.01,Ideal,H,VS2,62.1,54,6.5,6.44,4.02,4909
1.1,Premium,H,SI2,62.6,57,6.6,6.56,4.12,4435
0.81,Premium,D,VS1,62.3,58,6.0,5.94,3.72,4209
0.9,Ideal,H,VS1,62.0,54,6.2,6.23,3.86,5013
1.01,Very Good,G,VS2,63.2,57,6.35,6.3,4.0,5701
1.24,Very Good,G,SI1,61.8,58,6.9,6.96,4.28,7106
1.01,Good,H,SI2,64.8,58,6.24,6.29,4.06,4149
1.16,Ideal,G,SI2,61.6,55,6.8,6.78,4.18,5171
1.02,Very Good,G,SI1,62.9,56,6.36,6.4,4.01,4704
0.9,Very Good,D,SI1,60.9,57,6.22,6.26,3.8,4438
1.23,Premium,I,VS2,61.7,58,6.85,6.87,4.23,5521
1.21,Ideal,G,VS2,62.0,56,6.87,6.77,4.23,7806
1.2,Premium,J,SI2,58.7,59,6.99,6.94,4.09,4685
1.0,Very Good,F,SI1,61.8,59,6.33,6.38,3.93,4712
0.9,Very Good,G,VS2,63.2,58,6.11,6.17,3.88,4531
1.18,Premium,I,VS1,62.1,58,6.76,6.7,4.18,5921
1.0,Good,G,SI1,62.2,62,6.34,6.39,3.96,4416
1.3,Ideal,H,VS2,62.9,56,7.0,6.96,4.39,5387
1.31,Premium,J,SI1,59.6,59,7.16,7.13,4.26,5876
1.01,Premium,H,VS1,62.1,62,6.36,6.32,3.94,5826
1.01,Ideal,H,SI1,61.7,57,6.37,6.44,3.96,5387
1.17,Ideal,G,VS2,62.0,57,6.74,6.78,4.19,7423
1.01,Good,D,VS2,64.2,60,6.32,6.35,4.07,6066
1.01,Very Good,I,SI1,63.5,53,6.32,6.4,4.04,4794
1.53,Fair,J,VS2,64.7,58,7.24,7.22,4.68,6659
1.01,Ideal,G,SI2,59.3,60,6.54,6.58,3.89,4556
1.23,Ideal,J,VS2,61.8,56,6.87,6.81,4.23,4986
1.27,Very Good,I,SI1,63.1,59,6.83,6.87,4.32,5953
1.32,Premium,F,SI1,59.7,60,7.11,7.16,4.26,7683
1.5,Fair,H,I1,65.7,58,7.07,7.02,4.63,4939
1.1,Very Good,D,SI2,61.6,57,6.61,6.67,4.09,5226
1.01,Ideal,H,SI1,61.2,57,6.42,6.47,3.95,5387
1.33,Premium,I,SI2,62.4,58,7.04,7.02,4.39,5832
1.23,Ideal,H,SI2,60.6,56,6.94,6.92,4.2,6199
1.12,Ideal,H,VS1,61.9,57,6.66,6.69,4.13,6309
1.05,Ideal,G,VS2,61.7,57,6.56,6.53,4.04,7028
1.05,Ideal,F,SI1,61.3,54,6.58,6.61,4.04,5842
1.01,Very Good,I,VS2,61.3,56,6.53,6.45,3.98,4438
1.01,Very Good,F,SI1,62.7,56,6.39,6.36,4.0,5078
1.36,Premium,G,I1,62.1,57,7.11,7.06,4.4,4509
1.01,Very Good,I,SI1,63.3,54,6.34,6.36,4.02,4749
1.2,Ideal,D,SI2,61.7,56,6.88,6.81,4.22,6740
1.16,Premium,H,SI2,61.8,58,6.81,6.75,4.19,4872
1.31,Ideal,J,SI1,62.5,56,6.95,7.04,4.37,6337
1.34,Ideal,J,VS1,62.0,57,7.04,7.12,4.39,5748
1.0,Very Good,F,VS2,62.8,57,6.29,6.35,3.97,6957
1.01,Good,H,VS2,64.4,58,6.18,6.24,4.0,5331
1.0,Premium,F,SI1,62.1,59,6.36,6.39,3.96,5060
1.08,Ideal,I,SI1,62.6,54,6.56,6.51,4.09,5141
1.01,Good,F,VS2,60.8,61,6.42,6.45,3.91,6271
1.22,Premium,H,VS2,60.8,59,6.93,6.86,4.19,7310
1.21,Very Good,H,VS1,62.0,58,6.76,6.91,4.24,7279
0.9,Very Good,G,VVS2,61.4,60,6.18,6.23,3.81,5640
0.96,Premium,E,SI2,62.6,60,6.32,6.26,3.94,4113
1.22,Ideal,H,VS1,62.3,55,6.8,6.84,4.25,7418
1.02,Very Good,G,VS2,60.9,56,6.47,6.51,3.95,6432
1.0,Fair,D,SI2,64.5,54,6.34,6.28,4.07,4312
0.9,Good,G,VS2,64.4,62,5.97,6.02,3.86,4135
1.03,Premium,H,SI2,60.7,59,6.48,6.54,3.95,4078
1.0,Good,E,VS2,57.4,62,6.56,6.53,3.76,6272
1.02,Ideal,H,VVS2,62.0,56,6.42,6.45,3.99,6613
1.52,Fair,D,SI2,56.3,61,7.7,7.62,4.31,7702
1.01,Premium,H,SI1,59.5,59,6.56,6.52,3.89,4771
1.03,Good,E,VS1,63.3,59,6.4,6.45,4.07,7251
0.71,Ideal,G,VVS1,61.2,56,5.75,5.81,3.54,4015
1.04,Ideal,H,SI2,61.1,56,6.6,6.66,4.05,4290
1.01,Premium,E,VS2,60.2,58,6.56,6.52,3.94,6335
0.9,Premium,D,SI2,61.2,62,6.22,6.07,3.76,4133
1.06,Ideal,H,SI2,59.4,57,6.67,6.63,3.95,4452
1.04,Good,G,VS1,63.8,57,6.42,6.37,4.08,6360
1.05,Ideal,F,SI1,61.8,57,6.51,6.54,4.03,4729
1.01,Very Good,E,VS2,61.7,56,6.41,6.45,3.97,5777
1.33,Very Good,H,SI2,63.5,57,6.99,6.88,4.4,5586
1.0,Good,G,VVS1,63.8,60,6.35,6.31,4.04,7134
0.63,Ideal,D,IF,62.5,55,5.47,5.5,3.43,6549
1.02,Good,D,SI1,57.2,54,6.66,6.62,3.8,5198
1.09,Ideal,F,SI1,62.0,56,6.61,6.59,4.09,5922
1.01,Fair,F,VS2,65.2,52,6.31,6.29,4.11,5090
1.14,Ideal,G,VS1,60.9,57,6.7,6.82,4.12,7750
1.37,Very Good,I,SI2,63.0,57,6.98,7.05,4.42,5584
1.06,Very Good,I,SI2,62.8,56,6.47,6.55,4.09,4132
1.11,Very Good,J,VS2,61.8,56,6.59,6.64,4.09,4283
1.01,Very Good,G,VS2,60.2,58,6.51,6.54,3.93,6213
1.21,Ideal,I,VS1,61.7,53,6.89,6.92,4.26,7111
1.51,Good,I,SI1,63.8,59,7.27,7.21,4.62,6266
1.11,Premium,G,VS2,61.5,58,6.69,6.62,4.09,7055
1.0,Fair,H,SI1,67.6,59,6.03,5.95,4.05,4665
1.01,Premium,D,SI1,62.0,60,6.37,6.4,3.96,6066
1.22,Very Good,J,VS2,61.9,57,6.82,6.87,4.24,4793
1.32,Very Good,H,SI1,62.3,58,6.96,7.0,4.35,7389
1.22,Ideal,E,SI1,61.7,56,6.88,6.92,4.26,7085
1.45,Ideal,J,VS2,61.9,59,7.16,7.21,4.45,7477
1.11,Very Good,H,SI2,61.5,59,6.56,6.61,4.05,4029
1.09,Very Good,I,SI1,61.4,58,6.61,6.69,4.08,4640
1.59,Premium,J,VS2,62.6,59,7.45,7.43,4.66,7953
1.25,Premium,J,VS2,62.2,59,6.86,6.88,4.27,5299
1.04,Premium,F,VS1,59.4,60,6.58,6.56,3.9,7632
1.21,Very Good,I,SI1,62.1,56,6.76,6.92,4.25,5324
1.56,Ideal,J,SI2,62.1,55,7.45,7.41,4.62,5766
1.23,Ideal,J,SI1,62.2,57,6.89,6.81,4.26,5407
1.01,Good,F,VS2,60.1,60,6.46,6.51,3.9,5902
1.54,Premium,G,SI2,61.6,58,7.45,7.3,4.57,7287
1.5,Premium,I,SI2,62.5,61,7.29,7.24,4.54,7526
1.5,Fair,J,SI2,65.5,60,7.07,7.03,4.62,5268
1.03,Ideal,D,SI1,61.0,57,6.48,6.53,3.97,5804
1.06,Premium,H,SI1,62.8,58,6.49,6.47,4.07,4872
0.9,Good,F,VS2,63.3,57,6.04,6.09,3.84,4253
0.9,Premium,D,VS2,63.0,62,6.13,6.06,3.84,4586
1.11,Ideal,H,SI2,62.6,56,6.58,6.65,4.14,4719
1.01,Premium,H,VS2,61.3,59,6.44,6.48,3.96,4959
1.01,Ideal,I,VS2,61.3,53,6.52,6.54,4.0,4887
1.03,Good,F,VS2,63.9,59,6.35,6.38,4.07,6543
1.0,Good,G,VVS2,61.6,60,6.34,6.38,3.92,7572
1.17,Premium,H,SI1,62.5,57,6.79,6.75,4.23,5751
1.0,Premium,E,VS2,62.8,60,6.36,6.32,3.98,6720
1.1,Premium,G,VS2,60.2,58,6.71,6.75,4.05,6534
0.74,Ideal,F,VVS2,61.7,57,5.79,5.84,3.59,4157
1.0,Good,F,VS2,63.2,59,6.3,6.35,4.0,6183
1.3,Premium,J,SI1,61.5,58,7.02,6.97,4.3,5176
1.23,Premium,G,SI1,62.4,55,6.89,6.83,4.28,6750
1.12,Ideal,G,SI2,62.2,55,6.68,6.64,4.14,4955
1.02,Very Good,D,SI2,58.8,58,6.62,6.68,3.91,4964
1.0,Good,F,VS2,61.1,61,6.38,6.45,3.92,6841
0.9,Ideal,F,SI1,60.7,57,6.21,6.25,3.78,4401
0.9,Ideal,H,SI1,62.5,56,6.14,6.18,3.85,4492
1.02,Premium,G,SI1,60.8,58,6.5,6.46,3.94,4718
1.5,Very Good,H,SI1,62.0,63,7.24,7.19,4.47,7459
1.02,Very Good,H,SI1,61.0,59,6.48,6.53,3.97,5455
1.31,Ideal,I,VS2,62.4,57,6.93,6.97,4.34,6338
1.03,Premium,G,VVS2,60.4,59,6.58,6.56,3.97,7729
1.0,Premium,E,VS2,60.0,60,6.43,6.43,3.89,6720
1.03,Ideal,G,SI1,61.6,57,6.53,6.46,4.0,4900
0.9,Good,F,VS2,63.8,55,6.09,6.13,3.9,4309
1.02,Premium,F,VS2,61.3,58,6.54,6.42,3.97,6597
1.07,Premium,I,VS2,60.7,58,6.62,6.66,4.03,4491
1.26,Ideal,G,SI1,61.9,56,6.92,6.98,4.3,7711
1.01,Ideal,F,VS2,61.2,58,6.45,6.43,3.94,7409
1.34,Very Good,H,SI1,61.6,59,7.04,7.09,4.35,7655
1.22,Ideal,H,SI2,61.7,56,6.87,6.93,4.26,5502
1.0,Fair,G,VS1,63.1,68,6.32,6.17,3.94,4892
2.06,Good,H,I1,64.3,58,8.03,7.99,5.15,6091
1.06,Very Good,I,SI2,61.4,57,6.55,6.58,4.03,4465
1.52,Fair,H,SI1,64.6,55,7.24,7.19,4.66,7433
1.01,Ideal,E,SI2,61.6,58,6.45,6.5,3.99,4668
1.03,Good,G,SI1,63.2,58,6.38,6.43,4.05,4679
1.24,Very Good,G,SI2,63.3,57,6.85,6.79,4.32,4462
1.24,Ideal,H,SI2,62.0,56,6.87,6.9,4.27,5797
1.01,Ideal,D,VS2,60.6,57,6.54,6.46,3.94,7602
1.03,Ideal,G,SI1,61.6,55,6.48,6.52,4.0,5518
1.07,Premium,F,SI1,61.7,56,6.66,6.5,4.06,5813
0.87,Premium,D,SI1,62.1,58,6.08,6.13,3.79,4189
1.0,Very Good,D,SI2,62.8,58,6.29,6.39,3.98,4595
1.0,Ideal,G,VS1,62.5,54,6.4,6.44,4.01,7648
1.08,Good,G,VS2,58.9,58,6.69,6.75,3.96,6708
1.5,Very Good,J,VS2,60.5,63,7.32,7.27,4.41,7308
1.06,Ideal,G,SI1,62.0,57,6.54,6.5,4.04,5342
0.9,Very Good,H,VS1,61.8,56,6.16,6.18,3.81,4136
1.06,Ideal,E,SI2,62.2,55,6.51,6.54,4.06,5223
1.0,Good,G,VS1,62.4,62,6.33,6.37,3.96,6177
1.09,Ideal,F,VS2,60.9,54,6.73,6.66,4.08,7520
0.91,Very Good,F,SI1,62.3,60,6.08,6.15,3.81,4049
1.1,Premium,F,SI1,59.5,59,6.77,6.7,4.01,5821
1.24,Premium,F,SI1,62.6,59,6.86,6.76,4.26,6125
1.1,Very Good,H,SI1,62.9,57,6.54,6.59,4.13,5521
1.01,Very Good,E,SI1,60.0,60,6.45,6.49,3.88,5556
0.9,Very Good,F,SI1,62.7,59,6.12,6.16,3.85,4119
1.01,Ideal,I,SI2,62.8,57,6.36,6.41,4.01,4244
1.62,Good,J,SI2,64.2,62,7.41,7.33,4.73,6223
1.07,Premium,H,SI1,62.9,61,6.47,6.41,4.05,4440
1.16,Ideal,E,SI1,61.9,57,6.72,6.76,4.17,6896
0.91,Ideal,I,VS2,61.6,56,6.17,6.25,3.83,4199
0.9,Ideal,F,VS2,62.6,56,6.16,6.23,3.88,4801
1.08,Premium,I,VS1,62.5,57,6.54,6.51,4.08,4877
1.21,Premium,G,SI2,60.3,58,6.96,6.9,4.18,5529
1.2,Ideal,I,SI1,62.6,58,6.74,6.71,4.21,5376
1.2,Very Good,I,SI1,62.2,55,6.75,6.92,4.25,5408
0.9,Very Good,E,VS2,61.1,63,6.2,6.17,3.78,4062
1.01,Premium,H,VS2,60.7,61,6.47,6.39,3.9,4921
1.04,Premium,D,SI2,60.9,57,6.54,6.49,3.97,4123
1.31,Ideal,H,SI2,62.3,56,7.0,6.97,4.35,6225
1.51,Premium,I,SI1,61.8,60,7.23,7.3,4.49,7989
1.2,Good,J,VS2,63.7,58,6.61,6.68,4.23,4466
1.02,Premium,D,SI2,59.5,62,6.56,6.52,3.89,4912
1.85,Very Good,H,I1,63.3,56,7.8,7.75,4.92,5688
1.01,Premium,H,SI2,61.5,60,6.4,6.34,3.92,4242
1.1,Premium,G,VS2,62.8,58,6.6,6.58,4.14,6387
1.67,Very Good,J,SI1,62.3,59,7.59,7.63,4.74,7911
1.3,Good,J,SI1,64.0,58,6.91,6.84,4.4,5242
1.08,Ideal,G,VS2,62.5,56,6.57,6.54,4.1,6530
0.9,Premium,D,SI1,62.8,59,6.18,6.14,3.87,4612
1.03,Good,H,SI2,63.8,63,6.36,6.3,4.04,5768
1.31,Premium,H,VS2,59.8,58,7.19,7.09,4.27,7732
1.19,Good,I,SI1,63.7,57,6.69,6.73,4.28,5236
1.5,Good,I,SI1,63.8,56,7.26,7.15,4.59,6224
1.2,Ideal,G,VS2,62.6,57,6.74,6.81,4.24,7413
1.27,Ideal,J,VS2,61.8,54,6.95,6.98,4.31,5285
1.06,Premium,H,VS2,60.8,59,6.55,6.58,3.99,5205
1.02,Ideal,G,SI1,62.1,55,6.46,6.49,4.02,5426
1.06,Premium,G,VS2,60.9,57,6.65,6.61,4.04,6582
1.21,Ideal,H,SI1,62.9,57,6.78,6.74,4.25,4249
1.24,Premium,J,VS2,62.0,58,6.87,6.91,4.27,5128
1.21,Premium,I,SI2,62.3,59,6.82,6.77,4.23,4686
1.01,Good,G,VS1,64.0,60,6.29,6.33,4.04,6509
1.02,Premium,D,SI2,59.3,60,6.56,6.52,3.88,4583
1.02,Very Good,H,SI2,58.3,61,6.57,6.63,3.85,4004
1.0,Very Good,F,VS2,62.7,58,6.38,6.41,4.01,6319
1.01,Very Good,F,VS2,63.6,59,6.3,6.34,4.02,6714
1.05,Premium,D,SI2,60.4,57,6.6,6.55,3.97,5057
1.01,Ideal,E,SI1,61.6,57,6.44,6.49,3.98,5206
1.05,Ideal,H,SI2,61.8,58,6.52,6.55,4.04,4604
1.27,Premium,E,SI1,60.9,59,7.03,6.97,4.26,7980
1.5,Fair,I,I1,71.3,58,6.85,6.81,4.87,4368
1.07,Premium,H,SI2,61.2,60,6.57,6.53,4.01,4494
1.21,Premium,H,SI2,60.6,56,6.92,6.84,4.17,5140
1.02,Good,G,VS2,63.7,57,6.24,6.31,4.0,5943
1.21,Premium,J,SI2,60.9,60,6.82,6.78,4.14,4440
1.0,Ideal,F,VS1,61.4,56,6.46,6.51,3.98,7177
1.04,Good,F,VS2,63.7,58,6.34,6.43,4.07,6606
1.0,Good,G,VS1,63.7,60,6.38,6.31,4.04,4805
1.31,Premium,E,SI2,61.2,60,7.02,6.93,4.27,5176
